t0[BKJD]	P[days]	b	log10rhostar[kg/m^3]	Rp/R*	sqrt(e)cos(omega)	sqrt(e)sin(omega)	alpha_r	alpha_h	alpha_theta
133.248315628000 5.010777304020 0.814603031072 3.798229475480 0.115645864532 -0.054579059588 0.037029210928 0.257347371502 0.874507886469 0.685810748127
132.722960030000 5.011418057770 0.381458849556 4.260229896790 0.131131275553 -0.354952676800 0.808574607203 0.697804003087 0.634485893287 0.134372066225
133.311201546000 5.029104403370 0.428632089441 0.925169102999 0.049763919248 0.753708870956 0.271385197050 0.817210123406 0.911708047349 0.502338654092
133.606952478000 5.026007465140 0.833732305088 3.779678079830 0.080856753794 0.276118960716 -0.066430440561 0.004774679913 0.844768862028 0.849395912795
133.428936366000 5.003468731190 0.663023030998 2.717137801910 0.103544254790 0.623040235677 0.504549545467 0.489007395186 0.736393039962 0.468618323578
133.142959867000 5.006274298300 0.858055005564 1.165633179440 0.056590199994 -0.124125383463 -0.291159857052 0.119242377982 0.013347069200 0.138216733228
133.268289627000 5.002648928270 0.199723339736 4.695342660060 0.010159961650 0.336962672621 0.467224082789 0.035778527388 0.601619610026 0.904835249115
133.207268476000 5.014006847470 0.821031069983 3.720473751400 0.090086461590 0.050846001198 0.081283006165 0.403366392423 0.807008605116 0.643778272725
133.255649509000 5.013059201520 0.433738774462 2.211994837100 0.038012952295 0.259677374227 0.779948382445 0.301767210733 0.799504768810 0.685797948463
133.328403141000 5.007017053860 0.668815416557 3.434060737790 0.079483451044 0.006447469203 0.303126280762 0.491552711371 0.300827175013 0.297815747230
133.611251828000 5.015682237560 0.962303905556 4.994591466570 0.036928140336 0.128004739500 -0.263382062792 0.308177268067 0.294416544738 0.062960097156
133.216721074000 5.015377506440 0.738264777249 0.513430684064 0.045665966392 0.274729750570 -0.127159187648 0.420337091734 0.352481000532 0.261353772524
133.052866862000 4.987179184730 0.383367259490 4.632372676630 0.077279410116 0.071836403347 0.900878605123 0.997810418989 0.834148121917 0.768688957114
133.211980983000 5.014023574100 0.804026084068 3.616107335030 0.079099058344 0.016565395364 0.108720178994 0.417516475748 0.811554242178 0.630788982299
133.211980983000 5.014023574100 0.804026084068 3.616107335030 0.079099058344 0.016565395364 0.108720178994 0.417516475748 0.811554242178 0.630788982299
133.211980983000 5.014023574100 0.804026084068 3.616107335030 0.079099058344 0.016565395364 0.108720178994 0.417516475748 0.811554242178 0.630788982299
132.884601328000 4.996668001480 1.048014213900 3.690796025340 0.054397682175 0.021683567991 -0.271829871201 0.684525644065 0.908375176267 0.026820490871
133.355945382000 5.005719316940 0.569365830687 3.388987858530 0.009988374215 0.006132412969 0.391507326795 0.497226725680 0.284907992194 0.253343895682
133.216721074000 5.015377506440 0.738264777249 0.513430684064 0.045665966392 0.274729750570 -0.127159187648 0.420337091734 0.352481000532 0.261353772524
133.091700739000 5.017652648710 0.194380711585 2.851684855380 0.033681521433 0.178013666812 0.303463121654 0.219409967253 0.507160216450 0.411614050207
133.313343580000 5.008719132260 0.606669080819 2.826956799020 0.033067497936 0.086096483096 0.308226229495 0.486828936941 0.368610301189 0.338901670470
132.712706248000 5.007467338500 0.717584962181 4.723971642210 0.059711529112 -0.089771570141 0.963178473364 0.932574800572 0.642532734423 0.326052456074
133.664659510000 5.024428372210 0.725366123501 4.294685343270 0.084097768076 -0.616222972285 0.519318440176 0.760584273562 0.760502769191 0.611566682351
133.232178473000 5.013781793950 0.675707158700 3.419998036420 0.072821391487 0.246370593115 0.259621837985 0.313196726211 0.780877410395 0.653106436951
133.372745306000 5.007641865040 0.329569342411 1.858032027240 0.041994926006 0.530604957041 0.418609545584 0.598984668855 0.753787681125 0.516632335711
133.664659510000 5.024428372210 0.725366123501 4.294685343270 0.084097768076 -0.616222972285 0.519318440176 0.760584273562 0.760502769191 0.611566682351
